First Level Heading,Second Level Heading,Third Level Heading,Definition
Multilingual Demographic Dictionary,Chapter 2 • The treatment and processing of population statistics,228,"Any information processed in a computer (225-2) undergoes three main phases. First, data entry1 or input1 which may be done by using an on line2 device such as a keyboard console (227-8). Data which is already stored in the computer may be accessed from either central memory (226-2) or from one of the mass storage devices (226-3) and used as input data. This is part of the data collection3★ which goes from extraction (220-1) to the transcription on an electronic medium, through validity checks (221-7) and consistency checks (221-8) that can be made ​​during data entry when working on line. The second phase, processing (220-2), is divided into two main types: numerical processing4 and non-numerical processing5. Statistical or arithmetic computations are normally the operations contained in the former while data manipulation operations are the focus in the latter. In a third phase, occasionally referred to as output phase, the processed results6 or output6 may be printed out on the line printer (227-6) or saved as a file on a mass storage device (226-3) for further processing. Results may also be diverted to a plotter7 to obtain processed results in the form of a graph or a figure."
Multilingual Demographic Dictionary,Chapter 2 • The treatment and processing of population statistics,230,"The accuracy1 of population statistics will depend among other factors on the completeness2 of the count of individuals, groups or events on which they are based. Omissions3 and undercount3 tend to generate underestimation4 while multiple counting5 leads to over-estimation6. Additional sources of error include misreporting7 of a characteristic such as age and classification errors8. Such inaccuracies are sometimes detected by post-enumeration tests9 or quality checks10. Occasionally certain questions are not answered or insufficiently answered and this may lead to considerable inaccuracy, the incidence of which is indicated by the frequency of the class designated as non-response11, not stated11, unknown11,  undeclared11, not specified11, poorly defined11 or misspecified11 etc...
Note:Accuracy, n. - accurate, adj. Completeness, n. - complete, adj. The terms ""complete"" and ""completeness"" are used here to express the absence of omissions. The same terms may also be used to refer to coverage, as in 202-4. The omission of some events from vital registration is called underregistration, and from a census or survey, underenumeration. The expression double counts is often used in this sense."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,301,"Population statistics are generally presented in terms of the geographical distribution of the population1 or the spatial distribution of the population1, and also by structure (144-4). Each population lives in a given area2 or territory2 (305-6), and the study of the geographical distribution3 or spatial distribution3 deals with the way in which they are distributed over the territory.
Note:Territory, n. - territorial, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,302,"The territory (301-2) in which a population lives will generally be divided into sub-areas1. For administrative purposes it may be divided into administrative areas2, administrative units2 or administrative districts2 sometimes known as legal divisions2 or political divisions2. Geographers on the other hand, may divide the area into regions3 or zones4 which may or may not correspond to administrative units. The term ""region"" or ""zone"" may be used in a number of different senses and the areas referred to may be of very different sizes. Thus one speaks of the polar regions, of climatic zones or of metropolitan regions. The terms natural region5 and economic region6 are used by geographers. The term natural area7 is used in human ecology (104-5) to define an area occupied by a population with distinct characteristics."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,303,"Administrative units differ from country to country and over time in the same country, so that the same word may cover different situations. Minor civil divisions include townships1 and parishes1; major civil divisions receive names such as states2 or provinces2, and intermediary units are often called counties5 and districts6. In Canada, for example the main administrative divisions, by increasing order of size, are the township8, the county9 and the province10. As another example, the main administrative division in France are now the regions2 which correspond to the province and the departements 3★ which correspond to the cantons4★ in Switzerland where districts7★ and circles11★ are minor civil divisions.  In the United States, parishes are equivalent to counties which are the unit above townships and cities but below states.
Note:Villages, boroughs and cities are other names sometimes given to the smaller administrative units. Municipality is a general descriptive term for minor civil division."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,304,"A population may be settled1, sedentary1, or nomadic2, i.e., migrating back and forth within a given area and without fixed abode. Nomads who are in the process of becoming settled are called semi-nomadic3. Occasionally primitive peoples may have a territory allocated exclusively to themselves called a native reserve4 or reservation4.
Note:Nomadic, adj.- nomad, n."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,305,"A country1 is usually the territory (301-2) of a people2 (cf. 333-3) or a nation2. Persons belonging to a nation share, in general, a common culture. A state3 is a political body. The term may be used in two different senses: most commonly a state is a body possessing full sovereignty in its territory and over its inhabitants. However, a number of federations4 of federal states4 are divided into smaller units which are also called states5 and whose sovereignty is not absolute (e.g. in the United States of America and Australia). The term territory6 (301-2) is generally used for a geographical area, but it is occasionally used to denote a political unit which has been settled relatively recently. A distinction is sometimes made between self-governing territories7 and non-self-governing territories8.
Note:Nation, n. - national, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,306,"Within a territory (301-2), certain terms are used to describe different kinds of conglomerations1 or aggregations1 of population, sometimes known as population aggregates1, population clusters1 or more generally as localities1. In rural areas, the smallest unit is referred to as a hamlet2, which generally consists of a very small collection of houses. A slightly larger conglomeration is the village3 which is generally a small community and which may have a mainly agricultural population. A town4 or city4 is a larger conglomeration in which there are in general few people engaged in agriculture, but the point at which the transition from village to town or city occurs is difficult to specify and varies in different countries. The seat of government of a territory (in the sense of 305-1), is called its capital5. In a county, the place where the local government is situated is called the county town6 or county seat6. Towns and cities may be further divided into districts7 or quarters7 and for electoral purposes into wards7.
Note:The term agglomeration is also used in this sense. See however 307-1. A very large town or city is sometimes called a metropolis, n. - metropolitan, adj.Town, n. - urban, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,307,"Continuously built-up areas may arise through the coalescence of neighboring localities which, while retaining their administrative independence, may constitute one agglomeration1, containing a central city2 and suburbs3 with specialized functions. The terms conurbation4 or metropolitan area4 are generally employed to designate a number of different agglomerations which, though geographically contiguous, have retained their own individuality. In many cases, however, the term conurbation is used as a synonym for agglomeration. The fusion of conurbations and large cities leads to the megalopolis5 or metropolitan belt5 which may extend over a large area. Metropolitan regions6★ may refer to agglomerations which include the commuter belt.
Note:Another term used as synonym is urban nucleus. Other terms used as frequent synonyms are satellite communities and suburban zone.Suburb, n. - suburban, adj. - suburbanization, n.: the process of rapid population growth in the suburban zones adjacent to a large city. Densely populated areas contiguous to large cities are occasionally referred to as the urban fringe, and the zone marking the transition between urban and rural settlement, as the rural-urban fringe or exurbia. Urban populations are often regrouped in statistical areas such as the standard metropolitan statistical area (United States), the densely inhabited district (Japan) or the conurbation (England)."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,310,"In census practice a distinction is made between the resident population1 or de jure population1 of a given area, which consists of the people who habitually live in that area, and the actual population2, or de facto population2, which is made up of the persons in the area on census day. In the resident population, temporary absentees4 are included with those permanent residents3 who are present in the area on census day; the actual population consists of residents together with visitors5 or transients5. The two methods of enumeration will give different results even for the country as a whole. The place where a person lives is called the place of residence6. For administrative reasons, certain persons who live together in large communities (i.e. boarding schools, military persons in barracks, prisoners, etc. (cf. 110-5*) are often separately enumerated. These persons form the institutional population7. Special rules are used to enumerate homeless8 or persons of no fixed abode8.
Note:The term domicile is a technical legal term for legal residence and denotes the place where a person is legally deemed to reside. This may differ from his actual residence. In the United States of America, the de jure population is the population of usual residence. In the United States of America the term institutional inmates is reserved for persons living under care or custody in correctional institutions, hospitals for mental disease and tuberculosis, homes for the aged, handicapped and dependent or neglected persons; other residents of group quarters include such persons as students in college dormitories, or soldiers in military barracks."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,311,"In many countries a rural area1 is defined as an administrative district in which the population size is below a certain level (often taken as 2,000). Other areas are called urban areas2. The rural population3 is the population living in rural areas, the urban population4 that living in urban areas. Criteria for allocating the population of particular areas to the rural or urban sector respectively differ in different countries. Certain definitions of rural and urban population may lead to distinguish an intermediate category referred to as the semi-urban population5.
Note:Rural, adj. - ruralization, n.: growth in the proportion of persons living in rural areas.Rural population should not be confused with agricultural population or farm population (359-2). Urban, adj. - urbanization, n.: growth in the proportion of persons living in urban areas."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,312,"The density of population1 or population density1 is an index showing the relation between a population and the area in which it lives. The simplest density index2 is obtained by dividing the total population by the area of the territory and is generally expressed as the number of persons per acre, square kilometre or square mile. The scatter of the population3 depends on the type of settlement4, grouped settlement5 or dispersed settlement6. Some writers have computed the population center7 of a given area by the methods used to find the center of gravity in applied mathematics; each individual in the population is given an equal weight.
Note:Density, n. - dense, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,313,"Where the pattern of settlement of different populations is to be compared and other factors besides surface area are taken into account, comparative density indices1 are sometimes computed. There are various such indices, among which we may mention the density of population per unit of cultivable area2 and the density of the agricultural population per unit of cultivable area3. Occasionally these indices are based on the cultivated area4 rather than the cultivable area5. The density may also be expressed as a relation between population and total economic resources; the maximum potential density6 or population carrying capacity6, showing the relationship between resources and the maximum population that can be supported with these resources, may be considered. The concept of optimum density7, i.e., the density which will give the maximum real income per head with given resources, is used in population theory."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,320,"The sex structure1 or sex distribution1 of the population is measured by the ratio of the total number of one sex2 to the total number of the population or, more frequently, to the total number of the other sex. By convention, the male sex is usually considered in the numerator and we speak of the masculinity3 of the population. The masculinity proportion4 is the proportion of males in the total population. The sex ratio5 is the ratio of the number of males to the number of females; it is usually expressed as an index value (132-7) i.e. the number of males per 100 females.
Note:Occasionally, the numerator of this ratio relates to the female population, and the feminity of the population is measured."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,321,The terms males1 and females2 are commonly used in demography in place of men1 and women2 to refer to persons of each sex at all ages including children (323-3). In a similar fashion the terms male child3 and female child4 replace boy3 and girl4. The term man is also used in the general sense of human being5★.
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,322,"Age1 is another fundamental characteristic of population structure. Generally it is expressed in years, or years and months; in the case of very small children, it may be given in months and days, or in years and decimal fractions of years. Demographers usually truncate the age to the number of complete years2 lived, and this is called age at last birthday3. Occasionally demographic statistics refer to the age reached during the year4. Where the fraction of the last complete year lived is counted as a whole year, as in some actuarial applications, we speak of age at next birthday5. Stated age6 or reported age6, in a census or vital registration, is often rounded upward to the next integer especially when the next birthday is near. The term exact age7 is used, particularly in life table calculations, to denote the time when an individual reaches his birthday. Census questions include either the date of birth, age at last birthday, or even simply age without further precision. When the knowledge of ages is not widespread, a historical calendar8 may be used to estimate ages. This is a list of events with a known date that occurred during the lifetime of the respondents.
Note:Thus, age groups (325-2) are usually expressed in completed years and the group aged 6-13 years includes the individuals whose exact ages (322-7) are comprised between 6 and 14 years."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,323,"In demography, certain terms which have been taken from everyday language are used to denote different stages of life1 or an approximate range of years. At the beginning of life comes childhood2. In general a child3 is a person who has not yet attained puberty (620-2). In the very early days of life, the child is called newborn4. A child at the breast5★ or nurseling5★ or suckling5★ is a child who has not yet been weaned from its mother or from its nurse. The term infant6 may be used to denote a child who has not reached its first birthday, though in colloquial language it may be applied to children. Children who have not yet reached the compulsory school age are called pre-school children7, a school-age child8 is a child at an age at which it is customary to attend school.
Note:Infant, n. - infancy, n.: the period of being an infant - infantile, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,324,"Childhood is followed by adolescence1 or youth1 which starts at puberty < 620-2). The terms adolescents2 or young persons3 are employed for men and women between childhood and adult age4. Those who have reached maturity4 are called adults5. Old age6 is frequently used to define the period of life during which most persons are retired. Persons above that retirement age7★ are called old people8, the aged8 or the elderly8.
Note:The term youth is also employed collectively. When used in the singular, it more frequently refers to a male. In the United States of America, teenager refers to persons in their teens, i.e., between 13 and 19 years. Maturity, n. - mature, adj. - maturation, n.: the process of growing to maturity."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,325,"The age distribution of a population is either given by individual years of age1 or by age groups2, which may be five-year age groups3, also called quinquennial age groups3, or broad age groups4, such as 0-19 years, 20-59 years, 60 years and over. Occasionally a population’s age distribution6 or age structure6 is given by classifying the population by year of birth5. Graphically an age distribution may be represented by a population pyramid7 which is a histogram (155-8) showing the population by age and sex and so named because of its typical pyramidal shape."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,326,"The mean age1 of a population is the average age of all its members, the median age2 is the age which divides the population into two numerically equal groups. When the proportion of old people in a population increases, we speak of the aging3 of the population. An increase in the proportion of young people involves a rejuvenation4 of the population. An old population5 has a high proportion of old people, a young population6 has a high proportion of young people or children. The term aging used above should not be confused with the technique used in population projection, which consists of aging7 a population by applying survival probabilities (431-6) by age to determine the number of survivors at a later date.
Note:Also written ageing. The word younging is used by American demographers."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,327,"Aging (326-3) of a population must also be distinguished from individual aging1 or senescence1, and from an increase in the duration of human life or increased longevity2 which is the result of improved standards of living and of medical progress. An individual’s physiological age3 will depend on the state of his tissues and organs. In the case of children we speak of mental age4, which is defined as the age at which the attainments of the individual child as measured by certain tests can be performed by the average child. In studies of mental and physiological age, a distinction is made between these ages and chronological age measured by the time elapsed since the individual’s date of birth5. The ratio of mental to chronological age is called the intelligence quotient6 (often abbreviated to I.Q.).
Note:Senescence, n. - senescent, adj."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,330,"Inhabitants of a nation or state may be subjects1 citizens1 or nationals1 of that state, who enjoy certain political rights, or they may be aliens2 or foreigners2 who are citizens of another state, or citizens of no state at all and called stateless3. The term “subject” used to have a servile connotation but has tended to lose it and is frequently taken as a synonym of citizen, though occasionally a distinction is made between a subject and a citizen. Citizens of a state generally possess the nationality4 of that state. This term is nowadays used as a synonym for citizenship4, but in some multi-national states6 a distinction may be drawn between political nationality4 and ethnic nationality5."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,331,"Aliens may acquire the nationality of their country of residence by naturalization1 and become naturalized citizens2 of naturalized persons2. In some countries certificates of naturalization3 may be revoked4 and naturalized persons will then suffer loss of nationality5. Persons may occasionally have more than one nationality, and will then be said to possess dual nationality6. A distinction is sometimes drawn between resident aliens7, who habitually live in a country other than their own, and alien visitors8 or visiting aliens8, who are there only for relatively short periods."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,332,"Individuals born in the territory in which they live are called natives1 of that territory. If their ancestors were among the original inhabitants of that territory, they are called autochthonous2, indigenous2 or aboriginal2 inhabitants; the last term is often reserved for primitive peoples. Statistics frequently distinguish between native-3 and foreign-born4 individuals.
Note:Aboriginal, adj. - aborigines, n., pl."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,333,"The term race1 is generally taken to mean a group of persons with certain common physical characteristics which are hereditarily transmitted. In some census practice, the term is sometimes used more loosely, sometimes for a group of people bound together by a common culture or national origin, or even for people inhabiting a given territory. Another term which is sometimes used is ethnic group2 and here again there is no uniformity in meaning. Ethnic group generally refers to a group of people with common culture, language, or religious traditions. An ethnic group may be a racial group. A people3 (cf. 305-2) is generally a collection of persons who are linked by a common past or a common culture. Persons living is a given territory who exhibit notable difference from the majority of the population are called minorities4, e.g., ethnic minorities4, national minorities4, linguistic minorities4, or religious minorities4.
Note:Racism, n.: theory that certain races are inherently superior to others; racist, adj. Race, n. - racial, adj. Tribe, and tribal group, still used in certain contexts, tend to be replaced by ""ethnic group""."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,334,"Individuals are sometimes distinguished by their color1, which is used loosely to refer to the apparent pigmentation of the skin. In some countries a distinction is drawn between white persons2 and colored persons3 sometimes called non-whites3. Mating between persons of different colors is sometimes referred to as miscegenation4. A person who is the issue of such a union is said to be of mixed blood5 or mixed parentage5.
Note:Crossing is sometimes used in that sense. It also refers to the change in racial self-identification of an individual between one date and another. The issue of a white and a negro is called mulatto. In Spanish America the issue of a person of European extraction and an American Indian is called a mestizo. The issue of a person of European extraction and an Asian is sometimes referred to as an eurasian."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,340,"The population may be classified by the language1 or dialect2 habitually spoken. A distinction is drawn between an individual’s mother language3 or mother tongue3 which is the language spoken in his home in his earliest childhood, and his usual language4, which is the language customarily used by him. The distinction between the two is not always very easy among people who are bilingual5 or multilingual5. The statistics that present information on these topics are called statistics of language6.
Note:Language, n. - linguistic, adj.Linguistics, n.: the study of the nature, structure, origin and meaning of language and human speech. Dialect, n. - dialectal, adj. A dialect is a variety of language that is distinguished by its pattern of pronunciation, grammar or vocabulary. Bilingual, adj. - bilingualism, n."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,341,"Religious statistics1 divide the population by religious affiliation. A distinction is generally drawn between the major religions2 and their principal denominations3, rites4 or sects5. Persons who have no religion may describe themselves as agnostics6, freethinkers6 or atheists6.
Note:Rite, n. may also be used in the sense of a religious ceremony."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,342,"The population is also often classified by educational status1. Individuals who can read and write are called literate2; those who have reached a certain age and cannot are illiterate3. Often completion of a particular grade or level of schooling is assumed to confer literacy. Educational attainment statistics4 classify individuals by grade attainment5, years of school completed5 or, more rarely, by age at leaving school6. Another type of classification is based upon the diploma7, degree7 or certificate7 obtained, and depends on the organization of instruction8 in each country.
Note:Literate, adj. - literacy, n. Literacy statistics are the part of education statistics that refer to the ability to read and write. The literacy ratio is the proportion of the population covered that is literate. Its complement is the illiteracy ratio. Illiterate, adj. - illiteracy, n. A person who is able to read but not write may be called semi-literate, and such persons are sometimes classed with the literate and at other times with the illiterate population. The school-age population (346-7) is often classifed by grade or level of enrollment, and attainment is then presented only for the population beyond normal school age."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,343,"The education system1 includes all institutions, public and private providing instruction in a country. Where both types exist a distinction is made between public education2 and private education3. After pre-school education4, it is usual to distinguish between three levels of education5 which are in ascending order: primary education6, secondary education7, itself often divided into several cycles8 or tracks8, and higher education9. The latter includes, among others and at different levels10★, courses of study that lead to a university degree11. Technical education12 or vocational education12 may be offered either at the secondary or higher education level."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,344,"Types of educational institutions1 and their names are a function of each country’s particular educational system. Pre-school education (343-4) is offered in nursery schools2 or kindergartens2. The institutions that offer the three levels of education mentioned above (343-5) are usually called respectively: primary schools3 or elementary schools3, secondary schools4 and colleges5 or universities5; in addition to the latter, there may be various kinds of professional schools6. Technical education (343-12) is given in  learning centers7★, technical schools8★, technical colleges9★, technical institutes10★ and educational institutes11★.
Note:The term college is used in a variety of senses; a university college is either an institution of higher learning which has not full university status, or it may be a constituent college of a university."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,345,"A class1 (cf. 130-8) is a group of pupils2 with the same teacher3 who meet in the same class-room4 and are generally instructed simultaneously. A group of pupils who are at the same level of educational advancement are said to be in the same grade5 in the United States of America, or in the same class5 or form5 (cf. 206-1), in Great Britain. The term student6 is generally used for those receiving higher education, but is also interchangeable with “pupil” at the secondary level.
Note:A scholar in Britain is generally a pupil or student who has been given a scholarship from public or private funds; the use of the term as a synonym for pupil is archaic. In the United States of America such a student would be called a scholarship holder or scholarship student. A university student who has not yet taken his first degree is an undergraduate. A graduate (cf. 151-1*) in Great Britain is the holder of a university degree; in the United States of America the term may be used for anyone completing his studies at the university, high school, or even primary school. In the U.S., a graduate student is one who is pursuing a second degree, the equivalent of a post-graduate student in the British system."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,346,"Current school statistics1 may distinguish between the number of pupils enrolled2 and the number of pupils in attendance3. A comparison of these two figures gives an attendance ratio4. Compulsory education5 implies the existence of a range of ages where school attendance is obligatory by law. This makes it possible to specify the number of children of school age6 or the school-age population7 according to a legal criterion.
Note:The attendance ratio is the ratio of pupils in attendance to pupils enrolled, whereas the enrollment ratio is that of pupils enrolled to the school-age population."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,347,"Other statistics concern educational progression. An individual progresses normally grade by grade, from the lowest class of elementary school, to the end of his studies. Leaving school1, where compulsory education is enforced, is exceptional during school age, barring illness or death. The dropout rate2 is the probability of leaving school before obtaining a degree, either during the year or at the end of a grade, and it is constructed in the same way as a probability of dying in a life table; its complement to one is the retention rate3. Such rates can be used to compute a table of school life4, from which it is possible to infer the mean length of schooling5. At the end of the school year, pupils or students who do not terminate their studies, may either repeat the grade or move on to the next grade, with or without change of track6. According to the fate of these pupils or students at the end of the academic year, proportion repeating a school year7★ are established."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,350,"A distinction is generally made between the working population1 or economically active population1 and the unoccupied population2 or economically inactive population2. Generally speaking, the working population consists of those individuals engaged in gainful activities3. A gainful activity, or economic activity3, is an activity which contributes to the production of income. Unpaid family workers (353-5) are usually included in the economically active population. Homemakers4 or housewives4 engaged in unpaid domestic duties, students, retired workers, etc. are usually excluded. The members of the economically inactive population are sometimes referred to as dependents5 (358-1) in the sense that they subsist on the product of the working population. (See, however, the different sense of this term stated in § 358). The ratio of the working population to the total population, usually computed with reference to a given sex-age group or other category, is called the activity ratio6 or labor force participation ratio6.
Note:The terms gainfully occupied population, gainful workers, labor force are used as synonyms for working population and economically active population.For statistical measurement of the working population, the gainful worker concept or the labor force concept may be used. According to the gainful worker concept, the working population is defined as being composed of those persons who have a gainful activity which they normally exercise. According to the labor force concept, it is defined as the group of persons who were working at a gainful occupation or wanting or seeking such work during a specified period preceding the inquiry."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,351,"Workers1 who make up the working population can be classified as employed2 or unemployed3. Under the labor force concept (350-1 *), only persons who were actively seeking work4 or are on temporary layoff during the specified period are usually counted as unemployed. It is important to distinguish between persons who have never had a job and persons who are looking for their first job11★ or first-time job seekers11★. The employed population5 consists of all those currently working for pay or profit. Among the economically active, a substantial portion of workers may be compelled by the economic conditions of the country or of the time, to perform less work than they would normally be able and willing to perform; in this instance, the terms underemployment6 or partial employment6 are used. Marginal workers7 who only very occasionally participate in economic activity, are most often classified as not in the labor force under the gainful worker concept (350-1 *). The employment to population ratio8★ is the proportion of employed persons in the working age group (usually 15 to 64). Inactive persons9★ are those who do not accomplish any kind of professional activity neither are looking for any employment.  Hidden unemployment10★ or labor reserve10★  includes people who, although not officially registered as unemployed, are looking for a private work as well as those who do not exercise nor are looking for a job but if some job opportunities arose to them, could respond.
Note:Employed, n. and adj. - employment, n.: situation of an individual exercising an economic activity. Employment status refers to the classification as either employed or unemployed. Unemployed, n. and adj. - unemployment, n. One refers occasionally to underutilization of the labor force. Under-employment and underutilization also sometimes refer to the situation of persons who perform below their level of qualification."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,352,"The occupational classification1 of the working population (350-1) shows its members grouped by occupation2. The similarity of the work done by workers, including the similarity of skills and training required are the main criteria used for grouping occupations into occupational groups3 or occupational classes3.
Note:For purposes of comparability, the International Labour Office has prepared an International Standard Classification of Occupations."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,353,"The working population (350-1) is also usually classified by work status1. In this classification employers2 are distinguished from employees3 on the one hand and from workers on own account4 or independent workers4 on the other. The latter do not employ labor for pay, but they, as well as employers, may be assisted by unpaid family workers5 or family helpers5 who are usually distinguished as a separate group. A combination of occupational and status classifications may be used to construct social status categories6.
Note:The classification by status (as employer, employee, etc.) is designated by many different terms in the censuses of various countries, including “industrial status”, “states in employment”, “position in industry”, “class of worker”, etc. Managers are sometimes counted with employers though they are themselves employed."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,354,"Various sub-groups of the category of employees (353-3) are sometimes distinguished. One such sub-group is home workers1 or cottage workers1, who work in their own homes, sometimes for several employers. Among the employees a distinction is sometimes made between manual workers2 and non-manual workers3 or clerical and office workers3. Manual workers may be further sub-divided according to their skill4, with skilled workers5, semi-skilled workers6, and unskilled workers7 being distinguished. Apprentices8 are sometimes shown as a sub-category of employees.
Note:Another type of classification of employees is that which distinguishes between wage earners who are paid daily or weekly and salaried employees who are paid monthly or at even less frequent intervals. The statistics of the United States distinguish four broad occupational categories: white collar workers; blue collar workers, including craftsmen, operatives and non-farm laborers; service workers; and farm workers (cf. 356). A laborer is an unskilled worker, who does physical work."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,355,"Among the employees (353-3) a distinction is often made between the managerial staff1, who make policy decisions; the executive staff2 who apply the decisions; and supervisors3 or foremen3 who direct the operative. Officials () are divided into simple or lower service4★, mainly for positions of menial work(eg, administrative assistants, technical assistants), middle service5★, mainly for positions requiring roughly the equivalent of a completed apprenticeship (eg, editors, administrative secretaries), upper service6★, mainly for positions requiring a Bachelor’s degree or its equivalent (administrative frameworks or technical) and senior service7★, restricted to graduates holding a Master’s degree or its equivalent.
Note:The term executive in the United States of America refers to a member of the managerial staff."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,356,"Special classifications apply in agriculture. Farmers1 or farm operators1 are those who farm the land for profit; among them we distinguish between farm-owners2, who own their land, tenant farmers3, who rent it from a landlord, and share-croppers3, who give a portion of the crop in return for the use of land and livestock. Agricultural laborers4 are persons working who are employed by farmers.
Note:A farm manager who is salaried is generally classed as a farmer. In Scotland a small farmer is sometimes called a crofter. A farmer with a very small farm is also known as a smallholder. Agricultural laborers are of three general types: fulltime agricultural laborers, day agricultural laborers, and seasonal agricultural laborers. This last category often consists of migrant laborers."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,357,"The working population may also be classified by industry1 or branch of economic activity1. This classification depends on the nature of the firm2 or establishment2 that the individual works for. Generally importance is attached to the division of the population into agricultural workers3 and non-agricultural workers4. Government employees5 are sometimes, and military personnel6 or members of the armed forces6 are generally shown separately, but employees of public enterprises are counted as a rule with the rest of the industrial population. Industries are generally classified in three sectors, the primary sector7 (agriculture, hunting, fishing and mining), the secondary sector8 (manufacturing, construction and utilities), and the tertiary sector9 (commerce, finance, transport industries, and service industries). In developing countries the traditional sector10 is often listed separately and opposed to the modern sector of the economy.
Note:For purposes of international comparability, the United Nations have prepared an International Standard Industrial Classification of All Economic Activities. A civil servant is an employee (353-3) of the central government. An official is an employee of a public body but the term is occasionally used for salaried employees of large companies. A distinction is often drawn between government employees and private workers."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,358,"The economically inactive population may be divided into dependents1 (350-5) and self-supporting persons2. Dependents depend for their support on the efforts of earners3 or breadwinners3; this is for example the case of housewives (350-4) and dependent children4. Self-supporting persons have sufficient means for their subsistence. They may be rentiers5 or persons of independent means5, retired persons6 or pensioners6. A special category of dependents is that of persons receiving public assistance7 or public welfare recipients7. Persons incapable of work are called unemployable8. The ratio of the inactive to the active population is called the economic dependency ratio9.
Note:Dependent or dependant, n. - dependent, adj. - dependency or dependancy, n.: the state of being dependent. The ratio of the young and the elderly to the adult population is called the age dependency ratio."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,359,"It is possible to classify the population by the sector of economic activity from which they derive their livelihood, dependants being put into the same category as their breadwinners. We speak of the population dependent on1 a particular branch of activity and in particular of the population dependent on agriculture2. The term agricultural population2 is sometimes used as a synonym, but may also be employed in the sense of farm population2 which lives on farms or is dependent on agriculture and which is distinguished from the non-farm population3 or non-agricultural population3."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,360,"The infirm1 or handicapped1 are often separately shown in censuses. They are classified according to the nature of their infirmity2 or handicap2. Physical infirmities3 or physical handicaps3 such as blindness, or deaf-mutism are generally distinguished from mental infirmities4 or mental handicaps4, such as feeblemindedness or dementia."
Multilingual Demographic Dictionary,Chapter 3 • Distribution and classification of the population,361,"The study of the working life1 of individuals includes the study of the accession to the labor force2 and of the separation from the labor force3. At accession it is possible to distinguish those who have never been active, from those who belonged to the labor force at an earlier date; separations may be listed by cause, e.g. death, retirement4, temporary withdrawal. The analysis may proceed by cohort or period, and it involves rates of accession to the labor force5, or probabilities of accession to the labor force6, rates of separation from the labor force7 or probabilities of separation from the labor force8, eventually by cause; these indices are computed by age or age-group."
